App	Category	Rating	Reviews	Size	Installs	Type	Price	Content Rating	Genres	Last Updated	Current Ver	Android Ver 
Firefox Browser fast & private	COMMUNICATION	4.4	3075028	Varies device	100,000,000+	Free	0	Everyone	Communication	10-Jul-18	Varies device	Varies device 
Yahoo Mail – Stay Organized	COMMUNICATION	4.3	4187998	16M	100,000,000+	Free	0	Everyone	Communication	18-Jul-18	5.29.3	4.4 
imo beta free calls text	COMMUNICATION	4.3	659395	11M	100,000,000+	Free	0	Everyone	Communication	7-Jun-18	9.8.000000010492	4.0 
imo free video calls chat	COMMUNICATION	4.3	4785892	11M	500,000,000+	Free	0	Everyone	Communication	8-Jun-18	9.8.000000010501	4.0 
Contacts	COMMUNICATION	4.3	66602	Varies device	50,000,000+	Free	0	Everyone	Communication	26-Jun-18	2.8.4.201036949	5.0 
Call Free – Free Call	COMMUNICATION	4.3	30209	15M	5,000,000+	Free	0	Everyone	Communication	28-Jul-18	1.3.4	4.1 
Web Browser & Explorer	COMMUNICATION	4	36901	6.6M	5,000,000+	Free	0	Everyone	Communication	4-Jul-18	11.8.6	4.0.3 - 7.1.1 
Opera Mini - fast web browser	COMMUNICATION	4.5	5149854	Varies device	100,000,000+	Free	0	Everyone	Communication	19-Jul-18	Varies device	Varies device 
Browser 4G	COMMUNICATION	4.3	192948	6.6M	10,000,000+	Free	0	Everyone	Communication	19-Jun-18	24.6.6	4.0.3 - 7.1.1 
MegaFon Dashboard	COMMUNICATION	3.7	99559	Varies device	10,000,000+	Free	0	Everyone	Communication	30-Jul-18	Varies device	Varies device 
ZenUI Dialer & Contacts	COMMUNICATION	4.5	437674	Varies device	10,000,000+	Free	0	Everyone	Communication	1-Aug-18	Varies device	Varies device 
Cricket Visual Voicemail	COMMUNICATION	3.9	13698	5.1M	10,000,000+	Free	0	Everyone	Communication	2-Jul-18	3.2.0.100171	4.1 
Opera Browser: Fast Secure	COMMUNICATION	4.4	2473509	Varies device	100,000,000+	Free	0	Everyone	Communication	31-Jul-18	47.1.2249.129326	Varies device 
TracFone My Account	COMMUNICATION	3.6	20769	18M	1,000,000+	Free	0	Everyone	Communication	11-Jul-18	R6.0.3	4.1 
Firefox Focus: The privacy browser	COMMUNICATION	4.4	36880	4.0M	1,000,000+	Free	0	Everyone	Communication	6-Jul-18	5.2	5.0 
Google Voice	COMMUNICATION	4.2	171031	Varies device	10,000,000+	Free	0	Everyone	Communication	3-Aug-18	Varies device	Varies device 
Chrome Dev	COMMUNICATION	4.4	63543	Varies device	5,000,000+	Free	0	Everyone	Communication	2-Aug-18	69.0.3497.24	Varies device 
Xperia Link™	COMMUNICATION	4.1	45487	Varies device	10,000,000+	Free	0	Everyone	Communication	27-Oct-16	Varies device	Varies device 
TouchPal Keyboard - Fun Emoji & Android Keyboard	COMMUNICATION	4.4	615381	37M	10,000,000+	Free	0	Mature 17+	Communication	2-Aug-18	6.7.9.1	4.0.3 
Who	COMMUNICATION	4.3	2451083	Varies device	100,000,000+	Free	0	Teen	Communication	3-Aug-18	Varies device	Varies device 
Skype Lite - Free Video Call & Chat	COMMUNICATION	4.2	33053	22M	5,000,000+	Free	0	Everyone	Communication	31-Jul-18	1.60.0.31354-release	4.0.3 
WeChat	COMMUNICATION	4.2	5387333	Varies device	100,000,000+	Free	0	Everyone	Communication	31-Jul-18	Varies device	Varies device 
UC Browser Mini -Tiny Fast Private & Secure	COMMUNICATION	4.4	3648120	3.3M	100,000,000+	Free	0	Teen	Communication	18-Jul-18	11.4.0	4.0 
WhatsApp Business	COMMUNICATION	4.4	136662	32M	10,000,000+	Free	0	Everyone	Communication	30-Jul-18	2.18.116	4.0.3 
My magenta	COMMUNICATION	3.9	42370	37M	1,000,000+	Free	0	Everyone	Communication	25-Jun-18	7.5.1	5.0 
Moco - Chat, Meet People	DATING	4.2	313724	Varies device	10,000,000+	Free	0	Mature 17+	Dating	4-Aug-18	2.6.141	4.1 
CMB Free Dating App	DATING	4	48845	40M	1,000,000+	Free	0	Mature 17+	Dating	1-Aug-18	4.19.0.2320	4.4 
Hot Not - Find now	DATING	4.1	305708	Varies device	10,000,000+	Free	0	Mature 17+	Dating	2-Aug-18	Varies device	Varies device 
eharmony - Online Dating App	DATING	3.1	31320	53M	5,000,000+	Free	0	Mature 17+	Dating	30-Jul-18	6.6.5	4.1 
Free Dating App & Flirt Chat - Match Singles	DATING	4.4	172460	3.1M	5,000,000+	Free	0	Mature 17+	Dating	4-Aug-18	1.639	4.0 
Chispa, Dating App Latino, Latina Singles	DATING	4.2	4195	24M	100,000+	Free	0	Mature 17+	Dating	25-Jul-18	1.6.1	4.4 
Clover Dating App	DATING	4.1	11633	23M	500,000+	Free	0	Mature 17+	Dating	24-Jul-18	2.5.1	4.1 
Black People Meet Singles Date	DATING	3.9	10212	5.0M	1,000,000+	Free	0	Mature 17+	Dating	25-Jul-18	1.9.7	4.4 
Mingle2 - Free Online Dating & Singles Chat Rooms	DATING	4.3	37053	44M	1,000,000+	Free	0	Mature 17+	Dating	3-Aug-18	4.4B	4.1 
Free Dating App & Flirt Chat - Cheers	DATING	4.4	667	27M	10,000+	Free	0	Mature 17+	Dating	3-Aug-18	1.308.us	4.1 
stranger chat - anonymous chat	DATING	3.5	13202	6.1M	1,000,000+	Free	0	Mature 17+	Dating	7-Jul-18	2.4.1	4.1 
Blendr - Chat, Flirt & Meet	DATING	4	28671	Varies device	1,000,000+	Free	0	Mature 17+	Dating	1-Aug-18	Varies device	Varies device 
Free Dating Hook Up Messenger	DATING	3.3	1157	21M	100,000+	Free	0	Mature 17+	Dating	27-Jan-17	5.0.1	4.2 
Find Real Love — YouLove Premium Dating	DATING	4.5	212626	11M	10,000,000+	Free	0	Mature 17+	Dating	31-Jul-18	4.17.2	4.1 
Once - Quality Matches Every day	DATING	4.4	222888	21M	1,000,000+	Free	0	Mature 17+	Dating	17-Jul-18	2.45	4.1 
BLK - Swipe. Match. Chat.	DATING	4.1	2067	24M	100,000+	Free	0	Mature 17+	Dating	25-Jul-18	1.6.1	4.4 
Cougar Dating Life : Date Older Women Sugar Mummy	DATING	3.9	1643	31M	500,000+	Free	0	Mature 17+	Dating	3-Jul-18	4.5.5	4.1 
Howlr	DATING	3.9	105	27M	5,000+	Free	0	Mature 17+	Dating	19-Jun-18	1.0.4	4.4 
Stranger Chat & Date	DATING	3.6	3414	6.2M	500,000+	Free	0	Mature 17+	Dating	6-Jun-18	1.2.1	4.1 
Free Dating & Flirt Chat - Choice Love	DATING	4	42194	Varies device	5,000,000+	Free	0	Mature 17+	Dating	24-Jul-18	Varies device	Varies device 
ABC Preschool Free	EDUCATION	3.8	27572	25M	5,000,000+	Free	0	Everyone	Education;Education	25-Oct-17	3	2.3 
PINKFONG Baby Shark	EDUCATION	4.5	10852	18M	1,000,000+	Free	0	Everyone	Education	28-Nov-17	10	4.1 
English words application mikan	EDUCATION	4.7	9888	Varies device	500,000+	Free	0	Everyone	Education	30-Jul-18	Varies device	4.1 
Learn English beginners	EDUCATION	4.5	1929	2.5M	500,000+	Free	0	Everyone	Education	28-Sep-17	1.1	2.3 
Listen learn English seven days	EDUCATION	4.3	1516	3.9M	100,000+	Free	0	Everyone	Education	28-Jul-18	3.1	4.1 
Lumosity: #1 Brain Games & Cognitive Training App	EDUCATION	4.2	215301	Varies device	10,000,000+	Free	0	Everyone	Education	1-Aug-18	Varies device	Varies device 
Learn English Persian: Persian English	EDUCATION	4.3	423	21M	100,000+	Free	0	Everyone	Education	3-Apr-18	6	4.0.3 
English Lingualeo	EDUCATION	4.7	254519	27M	5,000,000+	Free	0	Everyone	Education	20-Jul-18	2.8.1	4.1 
Learn languages, grammar & vocabulary Memrise	EDUCATION	4.7	1107903	Varies device	10,000,000+	Free	0	Everyone	Education	2-Aug-18	Varies device	Varies device 
Khan Academy	EDUCATION	4.6	85375	21M	5,000,000+	Free	0	Everyone	Education	27-Jul-18	5.0.0	4.1 
TED	EDUCATION	4.6	181893	18M	10,000,000+	Free	0	Everyone 10+	Education	27-Jul-18	3.2.5	4.1 
Quizlet: Learn Languages & Vocab Flashcards	EDUCATION	4.6	211856	Varies device	10,000,000+	Free	0	Everyone	Education	1-Aug-18	Varies device	Varies device 
Udemy - Online Courses	EDUCATION	4.5	99020	18M	1,000,000+	Free	0	Everyone	Education	2-Aug-18	5.0.4	5.0 
Coursera: Online courses	EDUCATION	4.4	90481	Varies device	5,000,000+	Free	0	Everyone	Education	27-Jul-18	Varies device	Varies device 
edX - Online Courses Harvard, MIT & more	EDUCATION	4.6	32381	10M	1,000,000+	Free	0	Everyone 10+	Education	15-Jul-18	2.15.1	4.1 
Elevate - Brain Training Games	EDUCATION	4.5	248912	Varies device	5,000,000+	Free	0	Everyone	Education	30-Jul-18	Varies device	Varies device 
NeuroNation - Focus Brain Training	EDUCATION	4.5	248555	Varies device	5,000,000+	Free	0	Everyone	Education;Brain Games	23-May-18	Varies device	4.0.3 
Lumosity: #1 Brain Games & Cognitive Training App	EDUCATION	4.2	215301	Varies device	10,000,000+	Free	0	Everyone	Education	1-Aug-18	Varies device	Varies device 
Peak – Brain Games & Training	EDUCATION	4.4	272145	Varies device	10,000,000+	Free	0	Everyone	Education;Brain Games	3-Aug-18	3.14.15	5.0 
Memorado - Brain Games	EDUCATION	4.4	56897	97M	1,000,000+	Free	0	Everyone	Education;Brain Games	16-Jan-17	1.10.0	4.1 
YouTube Kids	ENTERTAINMENT	4.5	470089	Varies device	50,000,000+	Free	0	Everyone	Entertainment;Music & Video	3-Aug-18	3.43.3	4.1 
Mobile TV	ENTERTAINMENT	3.5	10939	4.6M	10,000,000+	Free	0	Everyone	Entertainment	28-Apr-16	2.05.0010	5.0 
TV+	ENTERTAINMENT	4.2	98509	Varies device	5,000,000+	Free	0	Everyone	Entertainment	28-Jun-18	Varies device	Varies device 
Digital TV	ENTERTAINMENT	3.1	5241	Varies device	5,000,000+	Free	0	Everyone	Entertainment	6-Jun-18	Varies device	6.0 
Motorola Spotlight Player™	ENTERTAINMENT	4.6	22508	3.3M	10,000,000+	Free	0	Everyone	Entertainment	16-Jul-15	v1.8b22p13	4.2 
Vigo Lite	ENTERTAINMENT	4.2	10291	6.5M	5,000,000+	Free	0	Teen	Entertainment	4-Aug-18	3.7.3	4.0.3 
Google Play Games	ENTERTAINMENT	4.3	7165362	Varies device	1,000,000,000+	Free	0	Teen	Entertainment	16-Jul-18	Varies device	Varies device 
Hotstar	ENTERTAINMENT	4.3	4885646	Varies device	100,000,000+	Free	0	Teen	Entertainment	3-Aug-18	Varies device	Varies device 
Peers.TV: broadcast TV channels First, Match TV, TNT ...	ENTERTAINMENT	4.1	141980	Varies device	5,000,000+	Free	0	Teen	Entertainment	30-Jul-18	Varies device	Varies device 
The green alien dance	ENTERTAINMENT	3.8	6979	12M	1,000,000+	Free	0	Everyone	Entertainment	5-Jul-18	1.03	4.0 
Spectrum TV	ENTERTAINMENT	3.4	46618	Varies device	5,000,000+	Free	0	Teen	Entertainment	19-Jul-18	Varies device	Varies device 
H TV	ENTERTAINMENT	4.3	103078	5.6M	5,000,000+	Free	0	Everyone	Entertainment	5-Jul-18	4.6.2	2.3.3 
StarTimes - Live International Champions Cup	ENTERTAINMENT	4.4	17682	9.7M	1,000,000+	Free	0	Everyone	Entertainment	3-Aug-18	5.2	4.0.3 
Cinematic Cinematic	ENTERTAINMENT	4.4	37000	15M	1,000,000+	Free	0	Mature 17+	Entertainment	21-Jun-18	4.0.5	4.1 
MEGOGO - Cinema TV	ENTERTAINMENT	4	175528	Varies device	10,000,000+	Free	0	Everyone	Entertainment	3-Aug-18	Varies device	Varies device 
Talking Angela	ENTERTAINMENT	3.7	1828284	52M	100,000,000+	Free	0	Everyone	Entertainment	12-Jul-18	2.8.2	4.1 
DStv Now	ENTERTAINMENT	3.9	34923	Varies device	5,000,000+	Free	0	Teen	Entertainment	27-Jul-18	Varies device	Varies device 
ivi - movies TV HD	ENTERTAINMENT	4.5	684116	Varies device	10,000,000+	Free	0	Teen	Entertainment	31-Jul-18	Varies device	4.2 
Radio Javan	ENTERTAINMENT	4.4	46916	4.5M	1,000,000+	Free	0	Everyone	Entertainment	18-Jul-18	7.3	4.2 
Viki: Asian TV Dramas & Movies	ENTERTAINMENT	4.3	407698	Varies device	10,000,000+	Free	0	Teen	Entertainment	27-Jul-18	Varies device	Varies device 
Fever	EVENTS	4	20611	12M	1,000,000+	Free	0	Teen	Events	18-Jul-18	4.3.6	4.1 
DroidAdmin Android - Advice	EVENTS	4.2	811	2.8M	10,000+	Free	0	Everyone	Events	29-May-18	3.8	4.0 
SeatGeek Tickets Sports, Concerts, Broadway	EVENTS	4.4	15558	26M	1,000,000+	Free	0	Everyone	Events	3-Aug-18	2018.07.31229	5.0 
my4D	EVENTS	4.6	573	8.7M	100,000+	Free	0	Everyone	Events	12-Jul-18	1.4	4.2 
VAN NIAN 2018 - Vietnamese Calendar	EVENTS	NaN	37	16M	10,000+	Free	0	Everyone	Events	27-Nov-17	1	4.0 
Vivid Seats  Event Tickets	EVENTS	4.6	8232	53M	1,000,000+	Free	0	Everyone	Events	31-Jul-18	Varies device	5.0 
Name days	EVENTS	4.1	3089	Varies device	100,000+	Free	0	Everyone	Events	12-Jul-18	Varies device	Varies device 
LBB - Find New & Unique Things To Do Around You	EVENTS	4.6	3874	14M	100,000+	Free	0	Everyone	Events	27-Jul-18	4.0.19	4.2 
Happy Birthday Songs Offline	EVENTS	4.4	464	8.9M	100,000+	Free	0	Everyone	Events	4-Dec-17	1.3	4.1 
Series Valley Wolves part	EVENTS	4.6	731	11M	50,000+	Free	0	Everyone	Events	24-Dec-17	2	4.0 
Mummatikabalkuragi	EVENTS	4.9	69	334k	1,000+	Free	0	Teen	Events	22-Jul-18	1	4.0 
Gametime - Tickets Sports, Concerts, Theater	EVENTS	4.5	8800	24M	1,000,000+	Free	0	Everyone	Events	17-Jul-18	11.1.1	5.0 
PTI Flex Maker, Photo Frame Editor & Songs 2018	EVENTS	4.6	99	13M	10,000+	Free	0	Everyone	Events	6-Jul-18	1.1	4.2 
Wipe out	EVENTS	4.7	30	Varies device	500+	Free	0	Teen	Events	23-May-18	Varies device	Varies device 
Birthdays & Other Events	EVENTS	4.3	456	2.8M	50,000+	Free	0	Everyone	Events	21-Jun-18	1.75	2.3.3 
Sarajevo Film Festival - Official	EVENTS	NaN	6	9.7M	100+	Free	0	Everyone 10+	Events	31-Jul-18	2.0.1	4.4W 
Summer Madness	EVENTS	NaN	4	1.4M	100+	Free	0	Everyone	Events	26-Jul-18	1.107	4.0 
Events High - Meet Your City!	EVENTS	4.2	3200	Varies device	100,000+	Free	0	Everyone 10+	Events	23-Jun-18	Varies device	Varies device 
vide-greniers.org	EVENTS	4.3	5839	3.5M	100,000+	Free	0	Everyone	Events	8-Nov-16	16.11.8	2.3.3 
SUMMER SONIC app	EVENTS	5	4	61M	500+	Free	0	Everyone	Events	24-Jul-18	1	4.4 
Nedbank Money	FINANCE	4.2	6076	32M	500,000+	Free	0	Everyone	Finance	28-Jul-18	4.1.1-0-prod	4.2 
SCB EASY	FINANCE	4.2	112656	93M	5,000,000+	Free	0	Everyone	Finance	19-Jul-18	3.9.0	4.1 
CASHIER	FINANCE	3.3	335738	Varies device	10,000,000+	Free	0	Everyone	Finance	3-May-18	Varies device	Varies device 
Rabo Banking	FINANCE	3.4	31906	Varies device	1,000,000+	Free	0	Everyone	Finance	19-Jul-18	5.16.0	4.0 
Capitec Remote Banking	FINANCE	4.3	20672	Varies device	1,000,000+	Free	0	Everyone	Finance	8-May-18	Varies device	Varies device 
Itau bank	FINANCE	4.2	957973	40M	10,000,000+	Free	0	Everyone	Finance	30-Jul-18	6.5.7	4.2 
Nubank	FINANCE	4.7	130582	24M	5,000,000+	Free	0	Everyone	Finance	2-Aug-18	Varies device	Varies device 
The Societe Generale App	FINANCE	4.1	31218	Varies device	1,000,000+	Free	0	Everyone	Finance	31-Jul-18	Varies device	Varies device 
IKO	FINANCE	4.7	167168	20M	1,000,000+	Free	0	Everyone	Finance	4-Jul-18	3.115.27	4.1 
Cash App	FINANCE	4	34428	15M	10,000,000+	Free	0	Everyone	Finance	2-Aug-18	2.31.1	5.0 
Standard Bank / Stanbic Bank	FINANCE	3.6	15247	28M	1,000,000+	Free	0	Everyone	Finance	13-Jul-18	3.0.5	4.0.3 
Bualuang mBanking	FINANCE	4	48445	10M	5,000,000+	Free	0	Everyone	Finance	16-Jul-18	2.6.0	4.0.3 
Intesa Sanpaolo Mobile	FINANCE	3.6	35518	Varies device	1,000,000+	Free	0	Everyone	Finance	2-Jul-18	Varies device	Varies device 
UBA Mobile Banking	FINANCE	4.3	12185	Varies device	1,000,000+	Free	0	Everyone	Finance	8-Jun-18	Varies device	Varies device 
BBVA Spain	FINANCE	4.2	36746	Varies device	5,000,000+	Free	0	Everyone	Finance	24-Jul-18	Varies device	Varies device 
MyMo GSB	FINANCE	4.2	21996	14M	1,000,000+	Free	0	Everyone	Finance	19-Jul-18	1.17.2	4.0.3 
VTB-Online	FINANCE	4.1	138371	Varies device	5,000,000+	Free	0	Everyone	Finance	2-Aug-18	Varies device	4.0.3 
Ecobank Mobile Banking	FINANCE	4	12073	42M	1,000,000+	Free	0	Everyone	Finance	25-May-18	3.3	4.2 
Banorte Movil	FINANCE	4.1	111632	65M	1,000,000+	Free	0	Everyone	Finance	9-Jun-18	5.10.1.40699	4.4 
Wells Fargo Mobile	FINANCE	4.4	250706	37M	10,000,000+	Free	0	Everyone	Finance	31-Jul-18	6.8.0.109	5.0 
DELISH KITCHEN - FREE recipe movies food fun easy!	FOOD_AND_DRINK	4.6	32997	13M	1,000,000+	Free	0	Everyone	Food & Drink	4-Aug-18	2.2.7	4.1 
Sumine dish - dish recipe dish	FOOD_AND_DRINK	NaN	82	4.9M	10,000+	Free	0	Everyone	Food & Drink	23-Jun-18	1.1	4.1 
Easy Recipes	FOOD_AND_DRINK	4.7	2707	8.9M	100,000+	Free	0	Everyone	Food & Drink	15-May-18	2.12	4.0.3 
Delicious Recipes	FOOD_AND_DRINK	4.7	129737	Varies device	1,000,000+	Free	0	Teen	Food & Drink	3-Aug-18	Varies device	Varies device 
Tastely	FOOD_AND_DRINK	4.7	611136	19M	10,000,000+	Free	0	Everyone	Food & Drink	13-Jul-18	3.2.0d	4.0.3 
Pastry & Cooking (Without Net)	FOOD_AND_DRINK	4.7	6118	Varies device	1,000,000+	Free	0	Everyone	Food & Drink	7-Jul-18	Varies device	Varies device 
Frigo Magic: Easy recipe idea anti-waste	FOOD_AND_DRINK	4.1	2473	14M	500,000+	Free	0	Everyone	Food & Drink	28-Jul-18	3.1.5	4.4 
McDonald's - McDonald's Japan	FOOD_AND_DRINK	3.4	109784	64M	10,000,000+	Free	0	Everyone	Food & Drink	3-Aug-18	4.0.30	4.0.3 
Debonairs Pizza	FOOD_AND_DRINK	3.8	3320	8.4M	500,000+	Free	0	Everyone	Food & Drink	4-Aug-18	1.9.117	4.0.3 
Popeyes® App	FOOD_AND_DRINK	3.7	61	11M	50,000+	Free	0	Everyone	Food & Drink	23-Jul-18	1.0.2	4.1 
Dunkin' Donuts	FOOD_AND_DRINK	4.2	68103	66M	1,000,000+	Free	0	Everyone	Food & Drink	20-Jun-18	5.0.0	4.4 
Pyaterochka	FOOD_AND_DRINK	3.1	8412	Varies device	1,000,000+	Free	0	Everyone	Food & Drink	19-Jul-18	Varies device	4.4 
Refreshing app Free application deal coupons	FOOD_AND_DRINK	3.5	10741	41M	1,000,000+	Free	0	Everyone	Food & Drink	23-Jul-18	5.2.2	4.2 
Simple Recipes	FOOD_AND_DRINK	4.7	3803	15M	500,000+	Free	0	Everyone	Food & Drink	22-Feb-18	1.6	4.0 
Grubhub: Food Delivery	FOOD_AND_DRINK	4.5	155944	35M	5,000,000+	Free	0	Everyone	Food & Drink	2-Aug-18	7.12	5.0 
Panera Bread	FOOD_AND_DRINK	4.2	10159	36M	1,000,000+	Free	0	Everyone	Food & Drink	17-Jul-18	4.3.3	5.0 
Chick-fil-A	FOOD_AND_DRINK	4.3	28008	17M	5,000,000+	Free	0	Everyone	Food & Drink	3-Aug-18	6.0.1	5.0 
hellofood - Food Delivery	FOOD_AND_DRINK	4	43614	25M	1,000,000+	Free	0	Everyone	Food & Drink	12-Oct-16	2.14.36	4.0.3 
Starbucks	FOOD_AND_DRINK	4.5	455377	35M	10,000,000+	Free	0	Everyone	Food & Drink	1-Aug-18	4.11.1	4.4 
Easy quick desserts	FOOD_AND_DRINK	4.6	1398	10M	100,000+	Free	0	Everyone 10+	Food & Drink	14-Jun-18	1	4.0.3 
Pedometer - Step Counter Free & Calorie Burner	HEALTH_AND_FITNESS	4.8	31139	6.9M	1,000,000+	Free	0	Everyone	Health & Fitness	24-Jul-18	1.0.11	4.1 
Six Pack 30 Days - Abs Workout	HEALTH_AND_FITNESS	4.9	272337	13M	10,000,000+	Free	0	Everyone	Health & Fitness	21-Jun-18	1.0.2	4.2 
Lose Weight 30 Days	HEALTH_AND_FITNESS	4.8	220125	11M	10,000,000+	Free	0	Everyone	Health & Fitness	31-Jul-18	1.0.14	4.0 
Pedometer	HEALTH_AND_FITNESS	4.4	400592	2.9M	10,000,000+	Free	0	Everyone	Health & Fitness	4-Jul-18	5.23	4.0 
LG Health	HEALTH_AND_FITNESS	3.3	20098	25M	10,000,000+	Free	0	Everyone	Health & Fitness	14-May-18	5.31.75	4.4 
Step Counter - Pedometer Free & Calorie Counter	HEALTH_AND_FITNESS	4.7	117925	7.0M	10,000,000+	Free	0	Everyone	Health & Fitness	24-Jul-18	1.0.26	4.1 
Pedometer, Step Counter & Weight Loss Tracker App	HEALTH_AND_FITNESS	4.6	548021	27M	10,000,000+	Free	0	Everyone	Health & Fitness	2-Aug-18	p5.7.1	4.1 
Sportractive GPS Running Cycling Distance Tracker	HEALTH_AND_FITNESS	4.8	48276	7.5M	1,000,000+	Free	0	Everyone	Health & Fitness	4-Aug-18	3.0.6	4.4 
30 Day Fitness Challenge - Workout Home	HEALTH_AND_FITNESS	4.8	471036	Varies device	10,000,000+	Free	0	Everyone	Health & Fitness	3-Aug-18	Varies device	4.0 
Home Workout Men - Bodybuilding	HEALTH_AND_FITNESS	4.8	12705	15M	1,000,000+	Free	0	Everyone	Health & Fitness	10-Jul-18	1.0.2	4.0 
Fat Burning Workout - Home Weight lose	HEALTH_AND_FITNESS	4.5	706	9.4M	100,000+	Free	0	Everyone	Health & Fitness	24-Jul-18	1.0.5	4.1 
Buttocks Abdomen	HEALTH_AND_FITNESS	4.4	465	6.4M	500,000+	Free	0	Everyone	Health & Fitness	7-Jun-18	1.08	4.0.3 
Walking Weight Loss - Walk Tracker	HEALTH_AND_FITNESS	4.5	644	5.5M	100,000+	Free	0	Everyone	Health & Fitness	25-Jul-18	1.0.4	4.1 
Running & Jogging	HEALTH_AND_FITNESS	4.5	6238	3.9M	500,000+	Free	0	Everyone	Health & Fitness	30-Jul-18	1.1.22	4.1 
Walk Map My Walk	HEALTH_AND_FITNESS	4.5	144040	55M	5,000,000+	Free	0	Everyone	Health & Fitness	27-Jul-18	18.7.1	5.0 
Sleep Sounds	HEALTH_AND_FITNESS	4.8	51227	28M	1,000,000+	Free	0	Everyone	Health & Fitness	13-Jul-18	4.0.1	4.0.3 
Fitbit	HEALTH_AND_FITNESS	3.9	357417	Varies device	10,000,000+	Free	0	Everyone	Health & Fitness	26-Jul-18	Varies device	Varies device 
Lose Belly Fat-Home Abs Fitness Workout	HEALTH_AND_FITNESS	4.6	199	8.8M	50,000+	Free	0	Everyone	Health & Fitness	24-Jul-18	1.0.7	4.1 
Runtastic Running App & Mile Tracker	HEALTH_AND_FITNESS	4.5	827597	Varies device	10,000,000+	Free	0	Everyone	Health & Fitness	25-Jul-18	Varies device	Varies device 
Cycling - Bike Tracker	HEALTH_AND_FITNESS	4.5	9116	4.0M	500,000+	Free	0	Everyone	Health & Fitness	30-Jul-18	1.1.22	4.1 
General culture	LIBRARIES_AND_DEMO	NaN	26	10M	10,000+	Free	0	Everyone	Libraries & Demo	20-Feb-18	1.2	4.0 
Luffs	LIBRARIES_AND_DEMO	NaN	487	3.7M	100,000+	Free	0	Everyone	Libraries & Demo	16-Jan-18	1	4.0.3 
Aviary Effects: Classic	LIBRARIES_AND_DEMO	3.8	67007	232k	5,000,000+	Free	0	Everyone	Libraries & Demo	6-Mar-13	1.2.0	2.2 
Chakra Cleansing	LIBRARIES_AND_DEMO	4.6	539	99M	50,000+	Free	0	Everyone	Libraries & Demo	2-Aug-18	7	4.0.3 
Aviary Stickers: Free Pack	LIBRARIES_AND_DEMO	3.5	126862	624k	10,000,000+	Free	0	Everyone	Libraries & Demo	17-Jan-12	1	2.2 
Call Recorder	LIBRARIES_AND_DEMO	4.7	48	6.9M	1,000+	Free	0	Everyone	Libraries & Demo	25-May-18	1.7.2.10	4.0 
Pink Water Sakura Keyboard Theme	LIBRARIES_AND_DEMO	4.3	1465	7.0M	100,000+	Free	0	Everyone	Libraries & Demo	9-Jul-18	6.7.5	4.0.3 
auto Call Recorder 2018	LIBRARIES_AND_DEMO	4.5	929	7.0M	50,000+	Free	0	Everyone	Libraries & Demo	16-Feb-18	1.02.2018.11	4.0 
converter video mp3	LIBRARIES_AND_DEMO	4.4	783	6.4M	100,000+	Free	0	Everyone	Libraries & Demo	10-Jun-17	1.6	2.2 
eBiblio	LIBRARIES_AND_DEMO	3.4	2907	Varies device	50,000+	Free	0	Everyone	Libraries & Demo	22-Jun-18	Varies device	Varies device 
chicken song	LIBRARIES_AND_DEMO	4.3	434	16M	100,000+	Free	0	Everyone	Libraries & Demo	6-Jun-18	6.0.0	2.3 
Words (188 Category)	LIBRARIES_AND_DEMO	NaN	54	5.9M	10,000+	Free	0	Everyone	Libraries & Demo	4-Jul-18	1	4.0.3 
Binaural Beats Meditation	LIBRARIES_AND_DEMO	4.3	411	95M	50,000+	Free	0	Everyone	Libraries & Demo	8-Jun-18	5	4.0.3 
Essential Resources	LIBRARIES_AND_DEMO	4.6	237	8.5k	50,000+	Free	0	Everyone	Libraries & Demo	27-Sep-17	1.02	7.1 
MOMOLAND BBoom BBoom	LIBRARIES_AND_DEMO	4.6	2580	20M	100,000+	Free	0	Everyone	Libraries & Demo	8-Mar-18	2	2.3 
Cold Spirits	LIBRARIES_AND_DEMO	NaN	363	2.5M	100,000+	Free	0	Everyone	Libraries & Demo	2-Jan-17	1.2	2.3 
Cardboard	LIBRARIES_AND_DEMO	4.2	130272	50M	10,000,000+	Free	0	Everyone	Libraries & Demo	14-Mar-16	1.8	4.1 
How sew & easiest pattern	LIBRARIES_AND_DEMO	NaN	110	10M	10,000+	Free	0	Everyone	Libraries & Demo	5-Nov-17	1	4.0 
I return eggs	LIBRARIES_AND_DEMO	NaN	91	18M	100,000+	Free	0	Everyone	Libraries & Demo	16-Nov-17	6	2.3 
Bird Sounds & Bird Ringtones Free 2018	LIBRARIES_AND_DEMO	4.6	130	12M	10,000+	Free	0	Everyone	Libraries & Demo	23-Feb-18	1	4.0.3 
Easy Makeup Tutorials	LIFESTYLE	4.3	7287	5.0M	1,000,000+	Free	0	Everyone	Lifestyle	3-Nov-16	1	2.3 
Horoscopes – Daily Zodiac Horoscope Astrology	LIFESTYLE	4.6	161143	11M	10,000,000+	Free	0	Everyone 10+	Lifestyle	25-Jun-18	5.2.4(881)	4.0.3 
Entel	LIFESTYLE	3.2	16168	55M	1,000,000+	Free	0	Everyone	Lifestyle	26-Jul-18	2.2.9	4.0.3 
ZenUI Safeguard	LIFESTYLE	4.5	100	7.1M	1,000,000+	Free	0	Everyone	Lifestyle	9-May-18	1.0.0.21_180410	7.0 - 7.1.1 
